book,chapter_order,heading_id,section_type,pov,scene_idx,paragraph_idx,n_words,text,neg,neu,pos,compound
Words of Radiance,5,chapter_3,chapter,Shallan,1,6,62,"*This makes it particularly difficult to study the Radiants and the place named Shadesmar. What is fact? What records did the church, in its misguided attempt to cleanse the past of perceived contradictions, rewrite to suit its preferred narrative? Few documents from the period survive that did not pass through Vorin hands to be copied from the original parchment into modern codices.*",0.08,0.854,0.066,-0.2389
Words of Radiance,5,chapter_3,chapter,Shallan,1,7,63,"Shallan glanced up over the top of her book. The volume was one of Jasnah's earliest published works as a full scholar. Jasnah had not assigned Shallan to read it. Indeed, she'd been hesitant when Shallan had asked for a copy, and had needed to dig it out of one of the numerous trunks full of books she kept in the ship's hold.",0.031,0.941,0.028,-0.0516
Words of Radiance,5,chapter_3,chapter,Shallan,1,8,27,"Why had she been so reluctant, when this volume dealt with the very things that Shallan was studying? Shouldn't Jasnah have given her this right off? It---",0.099,0.901,0.0,-0.4545
Words of Radiance,5,chapter_3,chapter,Shallan,1,9,3,The pattern returned.,0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,1,10,52,"Shallan's breath caught in her throat as she saw it on the cabin wall beside the bunk, just to her left. She carefully moved her eyes back to the page in front of her. The pattern was the same one that she'd seen before, the shape that had appeared on her sketchpad.",0.0,0.971,0.029,0.128
Words of Radiance,5,chapter_3,chapter,Shallan,1,11,57,"Ever since then, she'd been seeing it from the corner of her eye, appearing in the grain of wood, the cloth on the back of a sailor's shirt, the shimmering of the water. Each time, when she looked right at it, the pattern vanished. Jasnah would say nothing more, other than to indicate it was likely harmless.",0.0,0.966,0.034,0.25
Words of Radiance,5,chapter_3,chapter,Shallan,1,12,58,"Shallan turned the page and steadied her breathing. She had experienced something like this before with the strange symbol-headed creatures who had appeared unbidden in her drawings. She allowed her eyes to slip up off the page and look at the wall---not right at the pattern, but to the side of it, as if she hadn't noticed it.",0.023,0.948,0.029,0.09
Words of Radiance,5,chapter_3,chapter,Shallan,1,13,40,"Yes, it was there. Raised, like an embossing, it had a complex pattern with a haunting symmetry. Its tiny lines twisted and turned through its mass, somehow lifting the surface of the wood, like iron scrollwork under a taut tablecloth.",0.046,0.786,0.168,0.6808
Words of Radiance,5,chapter_3,chapter,Shallan,1,14,46,"It was one of those *things*. The symbolheads. This pattern was similar to their strange heads. She looked back at the page, but did not read. The ship swayed, and the glowing white spheres in her goblet clinked as they shifted. She took a deep breath.",0.03,0.97,0.0,-0.1027
Words of Radiance,5,chapter_3,chapter,Shallan,1,15,6,Then looked directly at the pattern.,0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,1,16,23,"Immediately, it began to fade, the ridges sinking. Before it did, she got a clear look at it, and she took a Memory.",0.0,0.894,0.106,0.3818
Words of Radiance,5,chapter_3,chapter,Shallan,1,17,43,"""Not this time,"" she muttered as it vanished. ""This time I have you."" She threw away her book, scrambling to get out her charcoal pencil and a sheet of sketching paper. She huddled down beside her light, red hair tumbling around her shoulders.",0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,1,18,36,"She worked furiously, possessed by a frantic *need* to have this drawing done. Her fingers moved on their own, her unclothed safehand holding the sketchpad toward the goblet, which sprinkled the paper with shards of light.",0.146,0.854,0.0,-0.7003
Words of Radiance,5,chapter_3,chapter,Shallan,1,19,58,"She tossed aside the pencil. She needed something crisper, capable of sharper lines. Ink. Pencil was wonderful for drawing the soft shades of life, but this thing she drew was not life. It was something else, something unreal. She dug a pen and inkwell from her supplies, then went back to her drawing, replicating the tiny, intricate lines.",0.0,0.901,0.099,0.6187
Words of Radiance,5,chapter_3,chapter,Shallan,1,20,71,"She did not think as she drew. The art consumed her, and creationspren popped into existence all around. Dozens of tiny shapes soon crowded the small table beside her cot and the floor of the cabin near where she knelt. The spren shifted and spun, each no larger than the bowl of a spoon, becoming shapes they'd recently encountered. She mostly ignored them, though she'd never seen so many at once.",0.061,0.939,0.0,-0.5423
Words of Radiance,5,chapter_3,chapter,Shallan,1,21,71,"Faster and faster they shifted forms as she drew, intent. The pattern seemed impossible to capture. Its complex repetitions twisted down into infinity. No, a pen could never capture this thing perfectly, but she was close. She drew it spiraling out of a center point, then re-created each branch off the center, which had its own swirl of tiny lines. It was like a maze created to drive its captive insane.",0.045,0.849,0.106,0.5859
Words of Radiance,5,chapter_3,chapter,Shallan,1,22,89,"When she finished the last line, she found herself breathing hard, as if she'd run a great distance. She blinked, again noticing the creationspren around her---there were *hundreds*. They lingered before fading away one by one. Shallan set the pen down beside her vial of ink, which she'd stuck to the tabletop with wax to keep it from sliding as the ship swayed. She picked up the page, waiting for the last lines of ink to dry, and felt as if she'd accomplished something significant---though she knew not what.",0.034,0.878,0.088,0.7506
Words of Radiance,5,chapter_3,chapter,Shallan,1,23,22,"As the last line dried, the pattern *rose* before her. She heard a distinct sigh from the paper, as if in relief.",0.0,0.826,0.174,0.4939
Words of Radiance,5,chapter_3,chapter,Shallan,1,24,31,"She jumped, dropping the paper and scrambling onto her bed. Unlike the other times, the embossing didn't vanish, though it *left* the paper---budding from her matching drawing---and moved onto the floor.",0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,1,25,76,"She could describe it in no other way. The pattern somehow moved from paper to floor. It came to the leg of her cot and wrapped around it, climbing upward and onto the blanket. It didn't look like something moving beneath the blanket; that was simply a crude approximation. The lines were too precise for that, and there was no stretching. Something beneath the blanket would have been just an indistinct lump, but this was exact.",0.09,0.91,0.0,-0.6255
Words of Radiance,5,chapter_3,chapter,Shallan,1,26,63,"It drew closer. It didn't look dangerous, but she still found herself trembling. This pattern was different from the symbolheads in her drawings, but it was also somehow the *same*. A flattened-out version, without torso or limbs. It was an abstraction of one of them, just as a circle with a few lines in it could represent a human's face on the page.",0.049,0.924,0.027,-0.3555
Words of Radiance,5,chapter_3,chapter,Shallan,1,27,53,"Those things had terrified her, haunted her dreams, made her worry she was going insane. So as this one approached, she scuttled from her bed and went as far from it in the small cabin as she could. Then, heart thumping in her chest, she pulled open the door to go for Jasnah.",0.191,0.706,0.104,-0.7003
Words of Radiance,5,chapter_3,chapter,Shallan,1,28,66,"She found Jasnah herself just outside, reaching toward the doorknob, her left hand cupped before her. A small figure made of inky blackness---shaped like a man in a smart, fashionable suit with a long coat---stood in her palm. He melted away into shadow as he saw Shallan. Jasnah looked to Shallan, then glanced toward the floor of the cabin, where the pattern was crossing the wood.",0.0,0.866,0.134,0.8481
Words of Radiance,5,chapter_3,chapter,Shallan,1,29,12,"""Put on some clothing, child,"" Jasnah said. ""We have matters to discuss.""",0.0,0.909,0.091,0.0258
Words of Radiance,5,chapter_3,chapter,Shallan,2,30,75,"""I had originally hoped that we would have the same type of spren,"" Jasnah said, sitting on a stool in Shallan's cabin. The pattern remained on the floor between her and Shallan, who lay prone on the cot, properly clothed with a robe over the nightgown and a thin white glove on her left hand. ""But of course, that would be too easy. I have suspected since Kharbranth that we would be of different orders.""",0.029,0.875,0.096,0.6597
Words of Radiance,5,chapter_3,chapter,Shallan,2,31,58,"""Orders, Brightness?"" Shallan asked, timidly using a pencil to prod at the pattern on the floor. It shied away, like an animal that had been poked. Shallan was fascinated by how it raised the surface of the floor, though a part of her did not want to have anything to do with it and its unnatural, eye-twisting geometries.",0.046,0.827,0.128,0.7413
Words of Radiance,5,chapter_3,chapter,Shallan,2,32,46,"""Yes,"" Jasnah said. The inklike spren that had accompanied her before had not reappeared. ""Each order reportedly had access to two of the Surges, with overlap between them. We call the powers Surgebinding. Soulcasting was one, and is what we share, though our orders are different.""",0.0,0.9,0.1,0.5994
Words of Radiance,5,chapter_3,chapter,Shallan,2,33,44,"Shallan nodded. Surgebinding. Soulcasting. These were talents of the Lost Radiants, the abilities---supposedly just legend---that had been their blessing or their curse, depending upon which reports you read. Or so she'd learned from the books Jasnah had given her to read during their trip.",0.1,0.722,0.179,0.5574
Words of Radiance,5,chapter_3,chapter,Shallan,2,34,8,"""I'm not one of the Radiants,"" Shallan said.",0.0,0.761,0.239,0.296
Words of Radiance,5,chapter_3,chapter,Shallan,2,35,62,"""Of course you aren't,"" Jasnah said, ""and neither am I. The orders of knights were a construct, just as all society is a construct, used by men to define and explain. Not every man who wields a spear is a soldier, and not every woman who makes bread is a baker. And yet weapons, or baking, become the hallmarks of certain professions.""",0.045,0.923,0.032,-0.2023
Words of Radiance,5,chapter_3,chapter,Shallan,2,36,11,"""So you're saying that what we can do . . .""",0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,2,37,14,"""Was once the definition of what initiated one into the Knights Radiant,"" Jasnah said.",0.0,0.807,0.193,0.4767
Words of Radiance,5,chapter_3,chapter,Shallan,2,38,3,"""But we're women!""",0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,2,39,15,"""Yes,"" Jasnah said lightly. ""Spren don't suffer from human society's prejudices. Refreshing, wouldn't you say?""",0.138,0.59,0.273,0.4118
Words of Radiance,5,chapter_3,chapter,Shallan,2,40,16,"Shallan looked up from poking at the pattern spren. ""There were women among the Knights Radiant?""",0.0,0.829,0.171,0.4767
Words of Radiance,5,chapter_3,chapter,Shallan,2,41,59,"""A statistically appropriate number,"" Jasnah said. ""But don't fear that you will soon find yourself swinging a sword, child. The archetype of Radiants on the battlefield is an exaggeration. From what I've read---though records are, unfortunately, untrustworthy---for every Radiant dedicated to battle, there were another three who spent their time on diplomacy, scholarship, or other ways to aid society.""",0.123,0.684,0.193,0.685
Words of Radiance,5,chapter_3,chapter,Shallan,2,42,7,"""Oh."" Why was Shallan disappointed by that?",0.341,0.659,0.0,-0.4767
Words of Radiance,5,chapter_3,chapter,Shallan,2,43,24,"*Fool.* A memory rose unbidden. A silvery sword. A pattern of light. Truths she could not face. She banished them, squeezing her eyes shut.",0.105,0.794,0.101,-0.0258
Words of Radiance,5,chapter_3,chapter,Shallan,2,44,2,Ten heartbeats.,0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,2,45,19,"""I have been looking into the spren you told me about,"" Jasnah said. ""The creatures with the symbol heads.""",0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,2,46,61,"Shallan took a deep breath and opened her eyes. ""This is one of them,"" she said, pointing her pencil at the pattern, which had approached her trunk and was moving up onto it and off it---like a child jumping on a sofa. Instead of threatening, it seemed innocent, even playful---and hardly intelligent at all. She had been frightened of this thing?",0.083,0.778,0.139,0.4951
Words of Radiance,5,chapter_3,chapter,Shallan,2,47,26,"""Yes, I suspect that it is,"" Jasnah said. ""Most spren manifest differently here than they do in Shadesmar. What you drew before was their form there.""",0.076,0.83,0.093,0.128
Words of Radiance,5,chapter_3,chapter,Shallan,2,48,6,"""This one is not very impressive.""",0.369,0.631,0.0,-0.4439
Words of Radiance,5,chapter_3,chapter,Shallan,2,49,40,"""Yes. I will admit that I'm disappointed. I feel that we're missing something important about this, Shallan, and I find it annoying. The Cryptics have a fearful reputation, and yet this one---the first specimen I've ever seen---seems . . .""",0.206,0.679,0.116,-0.7096
Words of Radiance,5,chapter_3,chapter,Shallan,2,50,16,"It climbed up the wall, then slipped down, then climbed back up, then slipped down again.",0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,2,51,3,"""Imbecilic?"" Shallan asked.",0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,2,52,17,"""Perhaps it simply needs more time,"" Jasnah said. ""When I first bonded with Ivory---"" She stopped abruptly.",0.095,0.905,0.0,-0.2263
Words of Radiance,5,chapter_3,chapter,Shallan,2,53,3,"""What?"" Shallan said.",0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,2,54,57,"""I'm sorry. He does not like me to speak of him. It makes him anxious. The knights' breaking of their oaths was very painful to the spren. Many spren died; I'm certain of it. Though Ivory won't speak of it, I gather that what he's done is regarded as a betrayal by the others of his kind.""",0.227,0.695,0.078,-0.8592
Words of Radiance,5,chapter_3,chapter,Shallan,2,55,1,"""But---""",0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,2,56,8,"""No more of that,"" Jasnah said. ""I'm sorry.""",0.157,0.843,0.0,-0.0772
Words of Radiance,5,chapter_3,chapter,Shallan,2,57,5,"""Fine. You mentioned the Cryptics?""",0.0,0.69,0.31,0.2023
Words of Radiance,5,chapter_3,chapter,Shallan,2,58,65,"""Yes,"" Jasnah said, reaching into the sleeve that hid her safehand and slipping out a folded piece of paper---one of Shallan's drawings of the symbolheads. ""That is their own name for themselves, though we would probably name them liespren. They don't like the term. Regardless, the Cryptics rule one of the greater cities in Shadesmar. Think of them as the lighteyes of the Cognitive Realm.""",0.048,0.855,0.097,0.5408
Words of Radiance,5,chapter_3,chapter,Shallan,2,59,30,"""So this thing,"" Shallan said, nodding to the pattern, which was spinning in circles in the center of the cabin, ""is like . . . a prince, on their side?""",0.0,0.921,0.079,0.3612
Words of Radiance,5,chapter_3,chapter,Shallan,2,60,44,"""Something like that. There is a complex sort of conflict between them and the honorspren. Spren politics are not something I've been able to devote much time to. This spren will be your companion---and will grant you the ability to Soulcast, among other things.""",0.049,0.769,0.182,0.7275
Words of Radiance,5,chapter_3,chapter,Shallan,2,61,2,"""Other things?""",0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,2,62,20,"""We will have to see,"" Jasnah said. ""It comes down to the nature of spren. What has your research revealed?""",0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,2,63,72,"With Jasnah, everything seemed to be a test of scholarship. Shallan smothered a sigh. This was why she had come with Jasnah, rather than returning to her home. Still, she did wish that sometimes Jasnah would just *tell* her answers rather than making her work so hard to find them. ""Alai says that the spren are fragments of the powers of creation. A lot of the scholars I read agreed with that.""",0.048,0.849,0.103,0.4996
Words of Radiance,5,chapter_3,chapter,Shallan,2,64,8,"""It is one opinion. What does it mean?""",0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,2,65,73,"Shallan tried not to let herself be distracted by the spren on the floor. ""There are ten fundamental Surges---forces---by which the world works. Gravitation, pressure, transformation. That sort of thing. You told me spren are fragments of the Cognitive Realm that have somehow gained sentience because of human attention. Well, it stands to reason that they were something before. Like . . . like a painting was a canvas before being given life.""",0.054,0.832,0.114,0.6249
Words of Radiance,5,chapter_3,chapter,Shallan,2,66,6,"""Life?"" Jasnah said, raising her eyebrow.",0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,2,67,98,"""Of course,"" Shallan said. Paintings lived. Not lived like a person or a spren, but . . . well, it was obvious to her, at least. ""So, before the spren were alive, they were something. Power. Energy. Zen-daughter-Vath sketched tiny spren she found sometimes around heavy objects. Gravitationspren---fragments of the *power* or *force* that causes us to fall. It stands to reason that every spren was a power before it was a spren. Really, you can divide spren into two general groups. Those that respond to emotions and those that respond to forces like fire or wind pressure.""",0.066,0.827,0.106,0.67
Words of Radiance,5,chapter_3,chapter,Shallan,2,68,8,"""So you believe Namar's theory on spren categorization?""",0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,2,69,1,"""Yes.""",0.0,0.0,1.0,0.4019
Words of Radiance,5,chapter_3,chapter,Shallan,2,70,117,"""Good,"" Jasnah said. ""As do I. I suspect, personally, that these groupings of spren---emotion spren versus nature spren---are where the ideas of mankind's primeval 'gods' came from. Honor, who became Vorinism's Almighty, was created by men who wanted a representation of ideal human emotions as they saw in emotion spren. Cultivation, the god worshipped in the West, is a female deity that is an embodiment of nature and nature spren. The various Voidspren, with their unseen lord---whose name changes depending on which culture we're speaking of---evoke an enemy or antagonist. The Stormfather, of course, is a strange offshoot of this, his theoretical nature changing depending on which era of Vorinism is doing the talking. . . .""",0.073,0.806,0.121,0.7845
Words of Radiance,5,chapter_3,chapter,Shallan,2,71,24,"She trailed off. Shallan blushed, realizing she'd looked away and had begun tracing a glyphward on her blanket against the evil in Jasnah's words.",0.161,0.839,0.0,-0.6597
Words of Radiance,5,chapter_3,chapter,Shallan,2,72,8,"""That was a tangent,"" Jasnah said. ""I apologize.""",0.0,0.833,0.167,0.1027
Words of Radiance,5,chapter_3,chapter,Shallan,2,73,10,"""You're so sure he isn't real,"" Shallan said. ""The Almighty.""",0.0,0.776,0.224,0.3804
Words of Radiance,5,chapter_3,chapter,Shallan,2,74,23,"""I have no more proof of him than I do of the Thaylen Passions, Nu Ralik of the Purelake, or any other religion.""",0.083,0.795,0.121,0.25
Words of Radiance,5,chapter_3,chapter,Shallan,2,75,8,"""And the Heralds? You don't think they existed?""",0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,2,76,39,"""I don't know,"" Jasnah said. ""There are many things in this world that I don't understand. For example, there is *some* slight proof that both the Stormfather and the Almighty are real creatures---simply powerful spren, such as the Nightwatcher.""",0.0,0.935,0.065,0.4215
Words of Radiance,5,chapter_3,chapter,Shallan,2,77,5,"""Then he *would* be real.""",0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,2,78,62,"""I never claimed he was not,"" Jasnah said. ""I merely claimed that I do not accept him as God, nor do I feel any inclination to worship him. But this is, again, a tangent."" Jasnah stood. ""You are relieved of other duties of study. For the next few days, you have only one focus for your scholarship."" She pointed toward the floor.",0.024,0.877,0.099,0.607
Words of Radiance,5,chapter_3,chapter,Shallan,2,79,4,"""The pattern?"" Shallan asked.",0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,2,80,43,"""You are the only person in centuries to have the chance to interact with a Cryptic,"" Jasnah said. ""Study it and record your experiences---in detail. This will likely be your first writing of significance, and could be of utmost importance to our future.""",0.0,0.864,0.136,0.6808
Words of Radiance,5,chapter_3,chapter,Shallan,2,81,27,"Shallan regarded the pattern, which had moved over and bumped into her foot---she could feel it only faintly---and was now bumping into it time and time again.",0.0,1.0,0.0,0.0
Words of Radiance,5,chapter_3,chapter,Shallan,2,82,3,"""Great,"" Shallan said.",0.0,0.328,0.672,0.6249
Words of Radiance,6,chapter_4,chapter,Dalinar,1,1,21,"*The next clue came on the walls. I did not ignore this sign, but neither did I grasp its full implications.*",0.0,0.928,0.072,0.1419
Words of Radiance,6,chapter_4,chapter,Dalinar,1,2,8,"---From the journal of Navani Kholin, Jeseses 1174",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,3,14,"""I'm running through water,"" Dalinar said, coming to himself. He *was* moving, charging forward.",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,4,77,"The vision coalesced around him. Warm water splashed his legs. On either side of him, a dozen men with hammers and spears ran through the shallow water. They lifted their legs high with each step, feet back, thighs lifting parallel to the water's surface, like they were marching in a parade---only no parade had ever been such a mad scramble. Obviously, running that way helped them move through the liquid. He tried to imitate the odd gait.",0.088,0.838,0.073,-0.3182
Words of Radiance,6,chapter_4,chapter,Dalinar,1,5,33,"""I'm in the Purelake, I think,"" he said, under his breath. ""Warm water that only comes up to the knees, no signs of land anywhere. It's dusk, though, so I can't see much.",0.063,0.883,0.054,-0.0772
Words of Radiance,6,chapter_4,chapter,Dalinar,1,6,53,"""People run with me. I don't know if we're running toward something or away from it. Nothing over my shoulder that I can see. These people are obviously soldiers, though the uniforms are antiquated. Leather skirts, bronze helms and breastplates. Bare legs and arms."" He looked down at himself. ""I'm wearing the same.""",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,7,59,"Some highlords in Alethkar and Jah Keved still used uniforms like this, so he couldn't place the exact era. The modern uses were all calculated revivals by traditionalist commanders who hoped a classical look would inspire their men. In those cases, however, modern steel equipment would be used alongside the antique uniforms---and he didn't see any of that here.",0.0,0.868,0.132,0.8316
Words of Radiance,6,chapter_4,chapter,Dalinar,1,8,23,Dalinar didn't ask questions. He'd found that playing along with these visions taught him more than it did to stop and demand answers.,0.14,0.72,0.14,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,9,46,"Running through this water was tough. Though he'd started near the front of the group, he was now lagging behind. The group ran toward some kind of large rock mound ahead, shadowed in the dusk. Maybe this *wasn't* the Purelake. It didn't have rock formations like---",0.072,0.878,0.05,-0.0258
Words of Radiance,6,chapter_4,chapter,Dalinar,1,10,41,"That wasn't a rock mound. It was a *fortress*. Dalinar halted, looking up at the peaked, castle-like structure that rose straight from the still lake waters. He'd never seen its like before. Jet-black stone. Obsidian? Perhaps this place had been Soulcast.",0.049,0.907,0.044,-0.0541
Words of Radiance,6,chapter_4,chapter,Dalinar,1,11,43,"""There's a fortress ahead,"" he said, continuing forward. ""It must not still exist---if it did, it would be famous. It looks like it's created entirely from obsidian. Finlike sides rising toward peaked tips above, towers like arrowheads . . . Stormfather. It's majestic.",0.0,0.857,0.143,0.7184
Words of Radiance,6,chapter_4,chapter,Dalinar,1,12,46,"""We're approaching another group of soldiers who stand in the water, holding spears wardingly in all directions. There are perhaps a dozen of them; I'm in the company of another dozen. And . . . yes, there's someone in the middle of them. Shardbearer. Glowing armor.""",0.0,0.943,0.057,0.4019
Words of Radiance,6,chapter_4,chapter,Dalinar,1,13,37,Not just a Shardbearer. Radiant. A knight in resplendent Shardplate that glowed with a deep red at the joints and in certain markings. Armor did that in the shadowdays. This vision was taking place before the Recreance.,0.0,0.82,0.18,0.7543
Words of Radiance,6,chapter_4,chapter,Dalinar,1,14,52,"Like all Shardplate, the armor was distinctive. With that skirt of chain links, those smooth joints, the vambraces that extended back just so . . . Storms, that looked like Adolin's armor, though this armor pulled in more at the waist. Female? Dalinar couldn't tell for certain, as the faceplate was down.",0.033,0.878,0.09,0.4915
Words of Radiance,6,chapter_4,chapter,Dalinar,1,15,16,"""Form up!"" the knight ordered as Dalinar's group arrived, and he nodded to himself. Yes, female.",0.0,0.834,0.166,0.4574
Words of Radiance,6,chapter_4,chapter,Dalinar,1,16,30,"Dalinar and the other soldiers formed a ring around the knight, weapons outward. Not far off, another group of soldiers with a knight at their center marched through the water.",0.091,0.909,0.0,-0.4404
Words of Radiance,6,chapter_4,chapter,Dalinar,1,17,11,"""Why did you call us back?"" asked one of Dalinar's companions.",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,18,13,"""Caeb thinks he saw something,"" the knight said. ""Be alert. Let's move carefully.""",0.0,0.748,0.252,0.4019
Words of Radiance,6,chapter_4,chapter,Dalinar,1,19,48,"The group started away from the fortress in another direction from the one they'd come. Dalinar held his spear outward, sweating at his temples. To his own eyes, he didn't look any different from his normal self. The others, however, would see him as one of their own.",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,20,30,"He still didn't know terribly much about these visions. The Almighty sent them to him, somehow. But the Almighty was dead, by his own admission. So how did that work?",0.164,0.743,0.094,-0.6745
Words of Radiance,6,chapter_4,chapter,Dalinar,1,21,26,"""We're looking for something,"" Dalinar said, under his breath. ""Teams of knights and soldiers have been sent into the night to find something that was spotted.""",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,22,13,"""You all right, new kid?"" asked one of the soldiers to his side.",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,23,16,"""Fine,"" Dalinar said. ""Just worried. I mean, I don't even really know what we're looking for.""",0.122,0.778,0.1,-0.1027
Words of Radiance,6,chapter_4,chapter,Dalinar,1,24,29,"""A spren that doesn't act like it should,"" the man said. ""Keep your eyes open. Once Sja-anat touches a spren, it acts strange. Call attention to anything you see.""",0.126,0.874,0.0,-0.4423
Words of Radiance,6,chapter_4,chapter,Dalinar,1,25,51,"Dalinar nodded, then under his breath repeated the words, hoping that Navani could hear him. He and the soldiers continued their sweep, the knight at their center speaking with . . . nobody? She sounded like she was having a conversation, but Dalinar couldn't see or hear anyone else with her.",0.0,0.931,0.069,0.3919
Words of Radiance,6,chapter_4,chapter,Dalinar,1,26,71,"He turned his attention to the surroundings. He'd always wanted to see the center of the Purelake, but he'd never had a chance to do much besides visit the border. He'd been unable to find time for a detour in that direction during his last visit to Azir. The Azish had always acted surprised that he would want to go to such a place, as they claimed there was ""nothing there.""",0.029,0.92,0.051,0.1754
Words of Radiance,6,chapter_4,chapter,Dalinar,1,27,59,"Dalinar wore some kind of tight shoes on his feet, perhaps to keep him from cutting them on anything hidden by the water. The footing was uneven in places, with holes and ridges he felt rather than saw. He found himself watching little fish dart this way and that, shadows in the water, and next to them a face.",0.025,0.975,0.0,-0.128
Words of Radiance,6,chapter_4,chapter,Dalinar,1,28,2,A face.,0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,29,15,"Dalinar shouted, jumping back, pointing his spear downward. ""That was a face! In the water!""",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,30,8,"""Riverspren?"" the knight asked, stepping up beside him.",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,31,9,"""It looked like a shadow,"" Dalinar said. ""Red eyes.""",0.0,0.762,0.238,0.3612
Words of Radiance,6,chapter_4,chapter,Dalinar,1,32,38,"""It's here, then,"" the knight said. ""Sja-anat's spy. Caeb, run to the checkpoint. The rest of you, keep watching. It won't be able to go far without a carrier."" She yanked something off her belt, a small pouch.",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,33,48,"""There!"" Dalinar said, spotting a small red dot in the water. It flowed away from him, swimming like a fish. He charged after, running as he'd learned earlier. What good would it do to chase a spren, though? You couldn't catch them. Not with any method he knew.",0.034,0.857,0.108,0.5983
Words of Radiance,6,chapter_4,chapter,Dalinar,1,34,67,"The others charged behind. Fish scattered away, frightened by Dalinar's splashing. ""I'm chasing a spren,"" Dalinar said under his breath. ""It's what we've been hunting. It looks a little like a face---a shadowy one, with red eyes. It swims through the water like a fish. Wait! There's another one. Joining it. Larger, like a full figure, easily six feet. A swimming person, but like a shadow. It---""",0.043,0.824,0.133,0.718
Words of Radiance,6,chapter_4,chapter,Dalinar,1,35,9,"""Storms!"" the knight shouted suddenly. ""It brought an escort!""",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,36,29,"The larger spren twisted, then dove downward in the water, vanishing into the rocky ground. Dalinar stopped, uncertain if he should keep chasing the smaller one or remain here.",0.132,0.868,0.0,-0.4767
Words of Radiance,6,chapter_4,chapter,Dalinar,1,37,10,The others turned and started to run the other way.,0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,38,4,*Uh-oh . . .*,0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,39,40,"Dalinar scrambled back as the rocky lake bottom began to shake. He stumbled, splashing down into the water. It was so clear he could see the floor *cracking* under him, as if something large were pounding against it from beneath.",0.039,0.882,0.078,0.3952
Words of Radiance,6,chapter_4,chapter,Dalinar,1,40,32,"""Come on!"" one of the soldiers cried, grabbing him by the arm. Dalinar was pulled to his feet as the cracks below widened. The once-still surface of the lake churned and thrashed.",0.085,0.915,0.0,-0.4389
Words of Radiance,6,chapter_4,chapter,Dalinar,1,41,19,"The ground *jolted*, almost tumbling Dalinar off his feet again. Ahead of him, several of the soldiers did fall.",0.0,1.0,0.0,0.0
Words of Radiance,6,chapter_4,chapter,Dalinar,1,42,11,"The knight stood firm, an enormous Shardblade forming in her hands.",0.0,1.0,0.0,0.0
